Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
Renault Duster 110PS,10,58000,Diesel,Manual,Second,19.01,1461,108.45,5,5.2,Renault
Mahindra Jeep MM,14,26000,Diesel,Manual,First,0,2498,113.2530497,6,6.99,Mahindra
Maruti Ignis 1.2,6,1000,Petrol,Manual,First,20.89,1197,81.8,5,6.36,Maruti
Toyota Innova 2.5,8,59751,Diesel,Manual,First,12.99,2494,100.6,7,11.62,Toyota
BMW 7 Series,8,29966,Diesel,Automatic,Second,16.77,2993,261.49,5,43.6,BMW
Hyundai Sonata Embera,14,65000,Diesel,Manual,Second,13.6,1991,142,5,4.9,Hyundai
Renault Duster Adventure,8,75863,Diesel,Manual,First,19.01,1461,108.45,5,6.7,Renault
Maruti Wagon R,10,54000,CNG,Manual,First,33.54,998,67.04,5,3.05,Maruti
Audi A4 2.0,9,24000,Diesel,Automatic,First,17.11,1968,174.33,5,25,Audi
Jeep Compass 2.0,5,33218,Diesel,Manual,First,17.1,1956,170,5,19.05,Jeep
Hyundai Verna 1.4,8,33425,Petrol,Manual,First,17.43,1396,105.5,5,4.5,Hyundai
Honda Amaze VX,10,47000,Petrol,Manual,First,18,1198,86.7,5,4.15,Honda
Hyundai Creta 1.6,8,41000,Diesel,Manual,First,19.67,1582,126.2,5,11.9,Hyundai
Hyundai i10 Magna,12,62000,Petrol,Manual,First,19.81,1086,68.05,5,2.1,Hyundai
Mahindra TUV 300,7,47035,Diesel,Manual,First,18.49,1493,100,7,6.95,Mahindra
Maruti Swift Dzire,15,56230,Petrol,Manual,Second,17.5,1298,85.8,5,2.4,Maruti
Hyundai Accent GLE,16,55000,Petrol,Manual,First,13.2,1495,94,5,2.65,Hyundai
Mahindra XUV500 W8,9,70669,Diesel,Manual,First,15.1,2179,140,7,9,Mahindra
Maruti Alto K10,11,69000,Petrol,Manual,First,20.92,998,67.1,5,2.1,Maruti
Chevrolet Beat LT,12,65000,Petrol,Manual,Second,18.6,1199,79.4,5,2.5,Chevrolet
Audi A6 2.7,14,30000,Diesel,Automatic,First,12.4,2698,179.5,5,8.95,Audi
Mini Cooper 5,6,2000,Diesel,Automatic,First,20.7,1496,113.98,5,34,Mini
Maruti Swift 1.3,12,24255,Petrol,Manual,First,16.1,1621.27645,113.2530497,5.278735151,3.15,Maruti
Tata Zest Revotron,8,40000,Petrol,Manual,First,17.57,1193,88.7,5,4,Tata
Honda City i,9,40000,Diesel,Manual,First,26,1498,98.6,5,4.45,Honda
Chevrolet Beat LT,13,26000,Petrol,Manual,First,18.6,1199,79.4,5,1.5,Chevrolet
Audi A4 2.0,12,105000,Diesel,Automatic,Second,16.55,1968,140,5,14.5,Audi
Ford Aspire Titanium,8,2800,Diesel,Manual,First,26.1,1498,99,5,8.41,Ford
Hyundai Verna SX,9,71000,Diesel,Automatic,Second,19.08,1582,126.32,5,5.45,Hyundai
Honda City i,8,32896,Petrol,Automatic,First,18,1497,117.3,5,8.9,Honda
Hyundai i10 Sportz,11,45000,Petrol,Manual,First,20.36,1197,78.9,5,3.65,Hyundai
BMW X3 xDrive20d,8,65000,Diesel,Automatic,Second,18.56,1995,190,5,29,BMW
Audi A4 2.0,10,45200,Diesel,Automatic,First,16.55,1968,147.51,5,13.5,Audi
Honda CR-V 2.4,15,82167,Petrol,Automatic,First,10.1,2354,152,5,5.4,Honda
Hyundai Grand i10,7,37429,Petrol,Manual,First,18.9,1197,81.86,5,5.89,Hyundai
Maruti Ciaz ZDi,7,46000,Diesel,Manual,First,28.09,1248,88.5,5,8.45,Maruti
Honda City i-VTEC,12,67031,Petrol,Manual,First,17.4,1497,117.3,5,4,Honda
BMW 6 Series,10,30000,Diesel,Automatic,First,9.52,2993,313,4,45,BMW
Maruti Celerio VXI,7,47691,Petrol,Automatic,First,23.1,998,67.04,5,3.94,Maruti
Renault Koleos 2.0,12,32531,Diesel,Automatic,Second,13.73,1995,148,5,8,Renault
Ford Figo Diesel,10,71336,Diesel,Manual,First,20,1399,68,5,4.1,Ford
Toyota Innova 2.5,17,196000,Diesel,Manual,First,12.8,2494,102,7,6.25,Toyota
Maruti Dzire VDI,8,28193,Diesel,Manual,First,28.4,1248,73.75,5,5.25,Maruti
Mercedes-Benz SLC 43,4,2526,Petrol,Automatic,First,19,2996,362.07,2,83.96,Mercedes-Benz
Hyundai Santro LP,19,52146,Petrol,Manual,First,0,1621.27645,113.2530497,5.278735151,1.93,Hyundai
Mercedes-Benz E-Class E,10,85000,Diesel,Automatic,First,16.1,1950,194,5,21,Mercedes-Benz
Hyundai Grand i10,8,20780,Petrol,Manual,First,18.9,1197,81.86,5,4.3,Hyundai
Honda Mobilio S,9,43081,Petrol,Manual,First,17.3,1497,117.3,7,5.25,Honda
Porsche Cayenne Turbo,13,35000,Petrol,Automatic,Second,11.9,4806,550,5,32,Porsche
Mahindra Quanto C8,10,36000,Diesel,Manual,First,17.21,1493,100,7,3.9,Mahindra
Toyota Corolla H5,16,67000,Petrol,Manual,Third,13.4,1794,125,5,2.2,Toyota
Mahindra KUV 100,7,34079,Diesel,Manual,First,25.32,1198,77,6,3.7,Mahindra
BMW 3 Series,13,77849,Petrol,Automatic,Second,10.9,2497,215,5,11.27,BMW
Maruti Alto 800,10,86000,Petrol,Manual,First,22.74,796,47.3,5,2.41,Maruti
Audi Q3 35,8,110000,Diesel,Automatic,First,15.73,1968,174.33,5,19,Audi
Toyota Etios GD,8,116000,Diesel,Manual,Second,23.59,1364,67.05,5,5.8,Toyota
Mahindra XUV500 W8,7,41840,Diesel,Manual,First,15.1,2179,140,7,13.52,Mahindra
Toyota Fortuner 4x2,8,19317,Diesel,Manual,First,13,2982,168.7,7,24.5,Toyota
Tata Indigo CS,9,41000,CNG,Manual,First,24.6,1193,55.23,5,3.25,Tata
Mercedes-Benz GLE 250d,6,25601,Diesel,Automatic,First,17.9,2143,201.15,5,56.73,Mercedes-Benz
Hyundai Creta 1.6,8,83950,Diesel,Manual,First,19.67,1582,126.2,5,9.95,Hyundai
Honda City 1.5,11,60000,Petrol,Automatic,First,16.8,1497,118,5,5.5,Honda
Audi A4 35,8,50000,Diesel,Automatic,First,17.11,1968,174.33,5,25,Audi
Maruti Zen VXI,14,37000,Petrol,Manual,First,17.3,993,60,5,1,Maruti
Maruti Alto LXi,12,76976,Petrol,Manual,Second,19.7,796,46.3,5,2.15,Maruti
Maruti Baleno Delta,5,21684,Petrol,Automatic,First,21.4,1197,83.1,5,7.89,Maruti
Mahindra XUV500 W10,8,62000,Diesel,Manual,First,16,2179,140,7,10.25,Mahindra
Ford Freestyle Titanium,16,1261,Petrol,Manual,First,19,1194,94.68,5,6,Ford
Hyundai Elite i20,6,59450,Petrol,Manual,First,18.6,1197,81.86,5,7.53,Hyundai
Mercedes-Benz New C-Class,5,24465,Diesel,Automatic,First,19.27,2143,167.62,5,39.45,Mercedes-Benz
Honda City i,9,55000,Petrol,Manual,First,17.8,1497,117.3,5,5.84,Honda
Ford EcoSport 1.5,6,2000,Petrol,Manual,First,18.88,1499,110.4,5,8.65,Ford
Maruti Baleno Alpha,6,25040,Petrol,Manual,First,21.4,1197,83.1,5,7.74,Maruti
Hyundai i10 Sportz,15,84000,Petrol,Manual,First,20.36,1197,78.9,5,2.5,Hyundai
Toyota Innova 2.5,16,170428,Diesel,Manual,Second,12.8,2494,102,8,5.7,Toyota
Maruti Baleno Delta,7,12573,Petrol,Manual,First,21.4,1197,83.1,5,5.8,Maruti
Audi Q7 3.0,11,88000,Diesel,Automatic,First,12.07,2967,241.4,7,36.5,Audi
Hyundai Santa Fe,11,86000,Diesel,Automatic,Second,13.01,2199,194.3,7,9.5,Hyundai
Hyundai Santro GLS,11,51019,Petrol,Manual,First,0,999,113.2530497,5,3.48,Hyundai
Honda City 1.5,10,45000,Petrol,Manual,First,17,1497,118,5,4.55,Honda
Hyundai i20 1.4,11,51000,Diesel,Manual,First,21.9,1396,90,5,3.9,Hyundai
Mahindra Bolero SLE,16,92000,Diesel,Manual,First,13.6,2523,63,7,2.7,Mahindra
Toyota Fortuner 2.8,6,29000,Diesel,Automatic,First,12.9,2755,174.5,7,31,Toyota
BMW 3 Series,14,70521,Petrol,Automatic,Second,10.9,2497,215,5,10.3,BMW
BMW 3 Series,13,51000,Diesel,Automatic,First,16.07,1995,181,5,7.75,BMW
Maruti Wagon R,11,52618,Petrol,Manual,First,18.9,998,67.1,5,3.2,Maruti
Maruti Ertiga ZDI,10,68000,Diesel,Manual,First,25.47,1248,88.5,7,4.85,Maruti
Land Rover Range,7,29022,Diesel,Automatic,Second,15.68,1999,177,5,34.08,Land
Maruti Ertiga SHVS,6,80000,Diesel,Manual,First,24.52,1248,88.5,7,8.1,Maruti
Tata Indigo CS,7,78000,Diesel,Manual,Second,25,1396,69.01,5,2.35,Tata
Maruti Alto K10,11,100000,Petrol,Manual,First,20.92,998,67.1,5,1.8,Maruti
Hyundai EON D,8,31412,Petrol,Manual,First,21.1,814,55.2,5,3.42,Hyundai
Ford Endeavour 3.0L,13,78000,Diesel,Automatic,Second,11.4,2953,153.86,7,5.34,Ford
Ford Endeavour 2.2,5,14000,Diesel,Automatic,First,12.62,2198,158,7,31.99,Ford
Volkswagen Vento Diesel,12,80000,Diesel,Manual,First,20.54,1598,103.6,5,4.75,Volkswagen
Maruti Ciaz AT,9,46738,Petrol,Automatic,First,19.12,1373,91.1,5,6.1,Maruti
Hyundai EON D,10,54884,Petrol,Manual,Second,21.1,814,55.2,5,3.69,Hyundai
Audi Q5 2.0,11,74500,Diesel,Automatic,Second,14.16,1968,174.3,5,15,Audi
Mahindra XUV500 W10,7,67472,Diesel,Manual,First,16,2179,140,7,14.5,Mahindra
Maruti Swift VDI,10,84000,Diesel,Manual,First,28.4,1248,74,5,5.65,Maruti
Maruti Ritz VDi,12,77400,Diesel,Manual,First,21.1,1248,73.9,5,2.5,Maruti
Mercedes-Benz New C-Class,6,14470,Diesel,Automatic,First,19.71,2143,201.15,5,38.5,Mercedes-Benz
Renault Duster 110PS,9,52108,Diesel,Manual,First,19.01,1461,108.45,5,5.49,Renault
Maruti Swift Dzire,10,40000,Petrol,Manual,First,19.1,1197,85.8,5,3.55,Maruti
Toyota Innova 2.5,9,105044,Diesel,Manual,First,12.99,2494,100.6,7,10.75,Toyota
Hyundai Creta 1.6,7,24347,Petrol,Manual,First,15.8,1591,121.3,5,11,Hyundai
Maruti SX4 ZDI,9,58000,Diesel,Manual,First,21.79,1248,88.73,5,4.5,Maruti
Mahindra XUV500 W8,9,49663,Diesel,Manual,First,15.1,2179,140,7,8.42,Mahindra
Honda City i-VTEC,6,17000,Petrol,Automatic,First,18,1497,117.3,5,11.6,Honda
Jaguar XF 2.2,7,13418,Diesel,Automatic,First,16.36,2179,187.7,5,33.63,Jaguar
Ford Fiesta 1.4,15,117080,Diesel,Manual,Third,17.8,1399,68,5,2.25,Ford
BMW 5 Series,13,74000,Petrol,Automatic,First,10.8,2497,150,5,12.95,BMW
Maruti Swift VDI,13,86514,Diesel,Manual,First,17.8,1248,113.2530497,5,4.25,Maruti
Audi A6 2011-2015,9,66882,Diesel,Automatic,First,17.68,1968,174.33,5,25.02,Audi
Honda Brio 1.2,9,41460,Petrol,Manual,First,18.5,1198,86.8,5,3.95,Honda
Honda City 1.5,12,57000,Petrol,Automatic,First,16.8,1497,118,5,4.4,Honda
Volkswagen Polo Petrol,8,34010,Petrol,Manual,Third,16.47,1198,73.9,5,4.95,Volkswagen
Mahindra Scorpio SLE,13,96813,Diesel,Manual,Second,12.05,2179,120,8,5.5,Mahindra
Honda City V,12,84000,Petrol,Manual,First,16.8,1497,116.3,5,3.25,Honda
Skoda Rapid 1.6,10,50004,Petrol,Manual,First,15,1598,103.5,5,4.02,Skoda
Mahindra XUV500 W6,7,67995,Diesel,Manual,First,16,2179,140,7,11.73,Mahindra
Volkswagen Jetta 2007-2011,11,55000,Diesel,Manual,First,15,1896,105,5,9.5,Volkswagen
Maruti Baleno Alpha,6,14900,Petrol,Automatic,First,21.4,1197,83.1,5,8.6,Maruti
Honda Amaze EX,10,70961,Diesel,Manual,First,25.8,1498,98.6,5,4,Honda
Volkswagen Vento 1.6,8,40194,Petrol,Manual,First,15.04,1598,103.2,5,5.55,Volkswagen
Maruti Alto 800,8,96000,Petrol,Manual,First,22.74,796,47.3,5,2.5,Maruti
Land Rover Discovery,6,35000,Diesel,Automatic,First,18,2993,255,7,41.6,Land
Honda City i,8,50000,Petrol,Automatic,First,18,1497,117.3,5,7.41,Honda
Nissan Terrano XL,9,50000,Diesel,Manual,First,19.01,1461,108.5,5,6.5,Nissan
Maruti Alto LXi,15,26299,Petrol,Manual,First,19.7,796,46.3,5,1.2,Maruti
Toyota Fortuner 2.8,8,150386,Diesel,Manual,First,14.24,2755,174.5,7,23,Toyota
Hyundai i20 1.4,11,60000,Diesel,Manual,First,21.9,1396,90,5,2.74,Hyundai
Ford Figo Diesel,10,65000,Diesel,Manual,First,20,1399,68,5,3.9,Ford
Maruti Vitara Brezza,6,80000,Diesel,Manual,First,24.3,1248,88.5,5,8,Maruti
Hyundai Verna 1.6,11,92000,Diesel,Manual,Third,22.32,1582,126.32,5,4,Hyundai
Hyundai Tucson 2.0,7,13000,Petrol,Automatic,First,12.95,1999,152.88,5,17.75,Hyundai
Maruti Ritz VDi,10,73278,Diesel,Manual,First,21.1,1248,73.9,5,5.05,Maruti
Audi A4 2.0,12,38000,Petrol,Automatic,First,10.8,1984,132,5,12,Audi
Mercedes-Benz E-Class E250,7,46936,Diesel,Automatic,First,13,2143,204,5,29.6,Mercedes-Benz
Renault Duster 85PS,8,55000,Diesel,Manual,First,19.87,1461,83.8,5,6.5,Renault
Honda Amaze S,9,19000,Petrol,Automatic,First,15.5,1198,86.7,5,4.75,Honda
Volvo S60 D4,7,42259,Diesel,Automatic,First,9,1984,181,5,24.36,Volvo
Maruti Swift Dzire,12,14000,Petrol,Manual,Second,17.5,1197,85.8,5,3.2,Maruti
Maruti Wagon R,7,16956,Petrol,Manual,First,22.5,998,67.04,5,3.6,Maruti
Maruti Omni MPI,6,15473,Petrol,Manual,First,16.8,796,34.2,5,3.58,Maruti
Maruti SX4 VDI,12,75000,Diesel,Manual,First,21.5,1248,88.8,5,2.5,Maruti
Ford Fiesta Titanium,10,96000,Diesel,Manual,Second,23.5,1498,90,5,3.5,Ford
Toyota Camry Hybrid,8,25000,Petrol,Automatic,First,19.16,2494,158.2,5,25,Toyota
Maruti Wagon R,13,38000,Petrol,Manual,Second,22.5,998,67.04,5,1.75,Maruti
Mercedes-Benz E-Class E270,18,54000,Diesel,Automatic,First,11,2987,198.5,5,10,Mercedes-Benz
Maruti Baleno Zeta,5,4131,Petrol,Automatic,First,21.4,1197,83.1,5,7.75,Maruti
Honda Jazz 1.2,7,31700,Petrol,Manual,First,18.7,1199,88.7,5,6.45,Honda
Mahindra Scorpio S10,6,66988,Diesel,Automatic,First,15.4,2179,120,7,10,Mahindra
Volkswagen Polo 1.2,9,54230,Petrol,Manual,First,16.47,1198,74,5,4.5,Volkswagen
Hyundai i20 1.2,8,35000,Petrol,Manual,First,17,1197,80,5,3.4,Hyundai
Toyota Camry W4,13,62714,Petrol,Automatic,First,12.1,2362,164.7,5,4.5,Toyota
Maruti Wagon R,8,45295,Petrol,Manual,First,18.9,998,67.1,5,4.3,Maruti
BMW 5 Series,5,7000,Diesel,Automatic,First,18.12,1995,190,5,46,BMW
Maruti Alto K10,7,57000,Petrol,Automatic,First,24.07,998,67.1,5,3.4,Maruti
Mercedes-Benz New C-Class,10,40100,Diesel,Automatic,First,14.84,2143,170,5,14.5,Mercedes-Benz
Maruti Alto 800,10,56000,Petrol,Manual,First,24.7,796,47.3,5,2.1,Maruti
Maruti Swift VXI,11,15000,Petrol,Manual,First,18.6,1197,85.8,5,3.65,Maruti
Chevrolet Sail Hatchback,9,14000,Petrol,Manual,First,18.2,1199,82.5,5,3,Chevrolet
Hyundai i20 Asta,14,68000,Diesel,Manual,Second,23,1396,90,5,3.95,Hyundai
Skoda Superb 2.5,11,83000,Diesel,Automatic,First,11.9,2496,163.2,5,6.75,Skoda
Toyota Corolla Altis,10,81504,Diesel,Manual,First,21.43,1364,87.2,5,6.53,Toyota
Toyota Fortuner 4x2,8,73500,Diesel,Manual,First,13,2982,168.5,7,22,Toyota
Skoda Rapid 1.6,10,52900,Petrol,Automatic,First,14.3,1598,103.52,5,4.75,Skoda
Honda Brio 1.2,6,20000,Petrol,Automatic,First,16.5,1198,86.8,5,5.99,Honda
Volkswagen Polo Petrol,12,46000,Petrol,Manual,First,16.47,1198,73.9,5,3.05,Volkswagen
Volkswagen Polo Petrol,13,65000,Petrol,Manual,First,16.47,1198,73.9,5,2.4,Volkswagen
Maruti Zen Estilo,16,42000,Petrol,Manual,Third,18.2,998,67.1,5,1.3,Maruti
Toyota Etios Cross,7,36681,Diesel,Manual,First,23.59,1364,67.06,5,6.71,Toyota
Mahindra XUV500 W8,9,67000,Diesel,Manual,Second,15.1,2179,140,7,7.2,Mahindra
Hyundai Grand i10,7,18000,Petrol,Automatic,First,18.9,1197,82,5,5.4,Hyundai
Ford Ecosport 1.5,8,56409,Diesel,Manual,First,22.7,1498,89.84,5,6.63,Ford
Maruti Ertiga VXI,7,65263,CNG,Manual,First,17.5,1373,80.46,7,7.5,Maruti
Honda City i-VTEC,5,20300,Petrol,Automatic,First,18,1497,117.3,5,14.21,Honda
Honda City 1.5,13,45008,Petrol,Manual,First,17,1497,118,5,3,Honda
Maruti Celerio ZXI,6,21799,Petrol,Manual,First,23.1,998,67.04,5,5.11,Maruti
Volkswagen Vento Petrol,12,57328,Petrol,Manual,First,15.04,1598,103.6,5,3.39,Volkswagen
Toyota Innova Crysta,6,35358,Diesel,Automatic,First,11.36,2755,171.5,7,22.99,Toyota
Hyundai i20 Magna,14,46946,Petrol,Manual,Second,18.5,1197,80,5,2.35,Hyundai
Maruti Ritz VDi,11,39772,Diesel,Manual,First,23.2,1248,73.94,5,2.85,Maruti
Audi A6 2011-2015,9,58000,Diesel,Automatic,First,17.68,1968,174.33,5,18.5,Audi
Renault Duster Petrol,9,52000,Petrol,Manual,First,13.24,1598,102.57,5,5.99,Renault
Honda Civic 2006-2010,15,152000,Petrol,Manual,Second,13.5,1799,130,5,3,Honda
Tata Tiago 1.2,7,42700,Petrol,Manual,First,23.84,1199,84,5,3.6,Tata
Audi A4 2.0,9,60000,Diesel,Automatic,First,16.55,1968,147.51,5,24,Audi
Maruti Swift Dzire,8,33195,Petrol,Manual,First,19.1,1197,85.8,5,6.26,Maruti
Toyota Fortuner 2.8,13,110000,Diesel,Manual,First,14.24,2755,174.5,7,13.7,Toyota
Mercedes-Benz M-Class ML,7,52000,Diesel,Automatic,First,15.26,2143,203.2,5,35,Mercedes-Benz
Hyundai i20 Magna,8,64399,Diesel,Manual,First,21.9,1396,90,5,5.02,Hyundai
Maruti Wagon R,8,55000,Petrol,Manual,First,21.5,1197,81.8,5,3.1,Maruti
Volkswagen Vento Diesel,11,50000,Diesel,Manual,First,20.54,1598,103.6,5,5.5,Volkswagen
Maruti Swift Dzire,9,33485,Petrol,Manual,First,19.1,1197,85.8,5,3.59,Maruti
Fiat Linea Emotion,8,32000,Diesel,Manual,First,20.4,1248,91.7,5,4.65,Fiat
Honda City 1.5,14,71400,Petrol,Manual,Third,17,1497,118,5,3.8,Honda
Hyundai Creta 1.6,7,41713,Diesel,Manual,First,19.67,1582,126.2,5,12.5,Hyundai
Honda City i-DTEC,6,46000,Diesel,Manual,First,25.6,1498,98.6,5,12.9,Honda
Maruti Omni 8,8,52950,Petrol,Manual,First,14,796,35,5,2.35,Maruti
Maruti Swift LXI,8,29500,Petrol,Manual,First,20.4,1197,81.8,5,4.15,Maruti
Mercedes-Benz M-Class ML,11,63888,Diesel,Automatic,First,14,2987,224,5,22.58,Mercedes-Benz
Maruti Alto 800,7,60000,Petrol,Manual,First,24.7,796,47.3,5,2.65,Maruti
Ford Figo Petrol,13,59196,Petrol,Manual,Second,15.6,1196,70,5,2.25,Ford
Toyota Innova Crysta,7,121362,Diesel,Manual,First,13.68,2393,147.8,7,16,Toyota
BMW 5 Series,10,78000,Diesel,Automatic,First,18.48,1995,177,5,19.5,BMW
Hyundai Santa Fe,8,59000,Diesel,Automatic,First,13.01,2199,194.3,7,21,Hyundai
BMW 5 Series,11,95000,Diesel,Automatic,Second,22.48,1995,190,5,17.5,BMW
Ford Fiesta EXi,13,84000,Diesel,Manual,Second,17.8,1399,68,5,2.41,Ford
Toyota Etios GD,11,58253,Diesel,Manual,Second,23.59,1364,113.2530497,5,4.45,Toyota
Land Rover Range,9,64557,Diesel,Automatic,Second,12.7,2179,187.7,5,29.93,Land
Toyota Etios Liva,11,24500,Petrol,Manual,Second,18.3,1621.27645,113.2530497,5.278735151,2.95,Toyota
Maruti Alto LX,14,68078,Petrol,Manual,First,19.7,796,46.3,5,1.02,Maruti
Toyota Fortuner 3.0,14,149706,Diesel,Manual,First,11.5,2982,171,7,11,Toyota
Toyota Qualis RS,19,215750,Diesel,Manual,Second,0,2446,113.2530497,10,3.5,Toyota
Ford Ecosport 1.5,10,25984,Petrol,Manual,First,15.8,1499,110,5,5.35,Ford
Maruti Baleno Sigma,6,15544,Petrol,Manual,First,21.4,1197,83.1,5,5.65,Maruti
Mini Cooper Countryman,8,34000,Diesel,Automatic,First,23.8,1998,112,5,22,Mini
Hyundai Verna 1.6,10,24000,Petrol,Automatic,First,17.01,1591,121.4,5,5.95,Hyundai
Ford Figo Diesel,12,95000,Diesel,Manual,Third,20,1399,68,5,2.35,Ford
Honda Amaze S,9,52000,Diesel,Manual,Second,25.8,1498,98.6,5,4.1,Honda
Renault Duster 110PS,11,135000,Diesel,Manual,First,19.01,1461,108.45,5,5.4,Renault
Ford EcoSport 1.5,6,39000,Diesel,Manual,First,23,1498,98.96,5,8.45,Ford
BMW X6 xDrive30d,10,45306,Diesel,Automatic,Second,11.2,2993,241,4,42.5,BMW
Toyota Fortuner 2.8,13,140000,Diesel,Manual,First,14.24,2755,174.5,7,10.75,Toyota
Hyundai Santro Xing,13,55000,LPG,Manual,Second,13.45,1086,62.1,5,1.65,Hyundai
Mahindra Ssangyong Rexton,8,67415,Diesel,Automatic,First,11.18,2696,184,7,11.03,Mahindra
Maruti Celerio VXI,7,25562,Petrol,Manual,First,23.1,998,67.04,5,3.5,Maruti
Hyundai i20 Sportz,7,30292,Petrol,Manual,First,18.6,1197,81.83,5,6.3,Hyundai
Ford EcoSport 1.0,9,84056,Petrol,Manual,First,18.88,999,123.24,5,6.75,Ford
Maruti Ciaz VDi,6,62691,Diesel,Manual,First,26.21,1248,88.5,5,7.5,Maruti
Audi A4 2.0,10,87000,Diesel,Automatic,First,17.11,1968,174.33,5,15.5,Audi
Honda Amaze S,8,52513,Petrol,Manual,First,18,1198,86.7,5,4.65,Honda
Ford EcoSport 1.5,7,43983,Petrol,Automatic,First,15.63,1499,110.4,5,7.58,Ford
Maruti Alto K10,10,90121,Petrol,Manual,First,20.92,998,67.1,5,2.2,Maruti
Audi A6 3.0,12,50000,Diesel,Automatic,Third,16.77,2967,241.38,5,21,Audi
Volkswagen Passat Diesel,12,42500,Diesel,Automatic,First,18.33,1968,167.7,5,5.25,Volkswagen
Maruti Swift VDI,7,62192,Diesel,Manual,First,28.4,1248,74,5,5.22,Maruti
Mahindra Logan Diesel,12,128000,Diesel,Manual,Third,19.2,1461,65,5,2,Mahindra
Maruti Ciaz Alpha,5,38394,Petrol,Manual,First,21.56,1462,103.25,5,9.18,Maruti
Tata Nano Lx,10,37287,Petrol,Manual,First,26,624,35,4,1.74,Tata
Honda City 1.5,12,60000,Petrol,Automatic,First,16.8,1497,118,5,4.45,Honda
Ford Figo 2015-2019,6,39419,Petrol,Manual,First,18.16,1196,86.8,5,4.95,Ford
Hyundai i20 Sportz,9,55000,Diesel,Manual,First,22.54,1396,88.73,5,5.64,Hyundai
Ford EcoSport 1.5,7,7000,Petrol,Manual,First,18.88,1499,110.4,5,6.9,Ford
Audi A4 2.0,12,85000,Diesel,Automatic,First,16.55,1968,147.51,5,13.95,Audi
BMW 1 Series,10,51000,Diesel,Automatic,Second,20.58,1995,143,5,17,BMW
Tata Safari DICOR,11,90000,Diesel,Manual,Second,13.93,2179,138.03,7,4.6,Tata
Mahindra Scorpio VLX,13,105000,Diesel,Manual,Second,12.05,2179,120,8,5.21,Mahindra
Hyundai Creta 1.6,6,36458,Petrol,Manual,First,15.29,1591,121.3,5,12.34,Hyundai
Honda City ZX,17,109000,Petrol,Manual,First,16.9,1497,100,5,1.5,Honda
BMW X1 sDrive,8,49000,Diesel,Automatic,First,17.05,1995,184,5,22.99,BMW
Porsche Cayman 2009-2012,12,8000,Petrol,Automatic,First,9,3436,113.2530497,2,43,Porsche
Land Rover Range,13,45000,Diesel,Automatic,First,14.7,2993,241.4,6,40,Land
Maruti Alto LXi,15,68000,Petrol,Manual,Third,19.7,796,46.3,5,1.2,Maruti
Hyundai i10 Asta,12,54000,Petrol,Automatic,First,19.2,1197,80,5,2.9,Hyundai
Hyundai Elantra 2.0,7,28000,Petrol,Automatic,First,14.62,1999,149.92,5,13.9,Hyundai
Maruti Ciaz RS,7,38500,Diesel,Manual,Second,28.09,1248,88.5,5,7.85,Maruti
BMW X5 xDrive,7,17738,Diesel,Automatic,First,15.3,2993,258,5,54.45,BMW
Chevrolet Tavera LT,11,67132,Diesel,Manual,First,13.58,2499,78,9,4.75,Chevrolet
Volkswagen Vento 1.5,12,47000,Diesel,Manual,First,20.64,1498,108.5,5,3.25,Volkswagen
Honda City i,8,28005,Petrol,Manual,First,17.8,1497,117.3,5,7.1,Honda
Maruti Swift VXI,6,13000,Petrol,Manual,First,20.4,1197,81.8,5,4.65,Maruti
Volkswagen Jetta 2012-2014,11,67000,Diesel,Manual,First,19.33,1968,138.1,5,5,Volkswagen
Hyundai i20 Sportz,8,50000,Petrol,Manual,First,18.6,1197,81.83,5,4.95,Hyundai
Mahindra XUV500 W8,9,55000,Diesel,Manual,First,15.1,2179,140,7,9.8,Mahindra
Mercedes-Benz E-Class E,4,9312,Diesel,Automatic,First,18,2987,258,5,78.8,Mercedes-Benz
Maruti Celerio LXI,8,30458,Petrol,Manual,First,23.1,998,67.04,5,2.99,Maruti
Volkswagen Vento 1.6,9,46000,Petrol,Manual,First,15.04,1598,103.2,5,4.45,Volkswagen
Tata Nano XT,12,50000,Petrol,Manual,Second,23.9,624,37.48,4,0.75,Tata
Hyundai Xcent 1.2,7,36676,CNG,Manual,First,25,1197,81.86,5,5,Hyundai
Ford EcoSport 1.5,9,72563,Diesel,Manual,Second,22.77,1498,98.59,5,5,Ford
Maruti Swift 1.3,8,67000,Petrol,Manual,First,16.1,1621.27645,113.2530497,5.278735151,4.7,Maruti
Hyundai Elantra 2.0,8,58239,Petrol,Automatic,First,14.62,1999,149.92,5,9.69,Hyundai
Chevrolet Enjoy 1.3,8,57934,Diesel,Manual,First,18.2,1248,73.74,8,5.5,Chevrolet
BMW X5 xDrive,6,6500000,Diesel,Automatic,First,15.97,2993,258,5,65,BMW
Volkswagen Polo 1.5,8,63000,Diesel,Manual,First,20.14,1498,88.8,5,5.11,Volkswagen
Skoda Fabia 1.2,11,27014,Petrol,Manual,First,16.25,1198,75,5,2.19,Skoda
Volkswagen Vento Diesel,11,90906,Diesel,Manual,First,20.54,1598,103.6,5,4.25,Volkswagen
Mahindra Ssangyong Rexton,10,61202,Diesel,Automatic,First,11.18,2696,184,7,14.5,Mahindra
Nissan Terrano XL,9,51000,Diesel,Manual,First,19.87,1461,83.14,5,5.65,Nissan
